symptoms_text,specialty
عندي مغص جامد وإسهال,باطنة
حسيت بدوخة وكسل طول اليوم بترجع تاني بعد ما تخف,باطنة
بعرق كتير حتى وأنا مش بعمل مجهود,باطنة
في سخونية وألم في الجسم كله ومفاصلي واجعاني ومش عارف أعمل إيه,باطنة
عندي مغص جامد وإسهال بقالها فترة طويلة,باطنة
حرارتي عالية ومش عايز آكل ومش عارف أعمل إيه,باطنة
حسيت بدوخة وكسل طول اليوم ومش عارف أعمل إيه,باطنة
في سخونية وألم في الجسم كله ومفاصلي واجعاني بقالها فترة طويلة,باطنة
بعرق كتير حتى وأنا مش بعمل مجهود بقالها فترة طويلة,باطنة
حسيت بدوخة وكسل طول اليوم بقالها فترة طويلة,باطنة
بعرق كتير حتى وأنا مش بعمل مجهود بقالها فترة طويلة,باطنة
في سخونية وألم في الجسم كله ومفاصلي واجعاني,باطنة
بعرق كتير حتى وأنا مش بعمل مجهود,باطنة
حرارتي عالية ومش عايز آكل ومش عارف أعمل إيه,باطنة
عندي مغص جامد وإسهال,باطنة
حسيت بدوخة وكسل طول اليوم بقالها فترة طويلة,باطنة
بعرق كتير حتى وأنا مش بعمل مجهود بقالها فترة طويلة,باطنة
حسيت بدوخة وكسل طول اليوم بقالها فترة طويلة,باطنة
حسيت بدوخة وكسل طول اليوم ومش عارف أعمل إيه,باطنة
عندي مغص جامد وإسهال جدًا,باطنة
عندي مغص جامد وإسهال بترجع تاني بعد ما تخف,باطنة
حسيت بدوخة وكسل طول اليوم,باطنة
عندي مغص جامد وإسهال بقالها فترة طويلة,باطنة
بعرق كتير حتى وأنا مش بعمل مجهود ومش عارف أعمل إيه,باطنة
عندي مغص جامد وإسهال ومش عارف أعمل إيه,باطنة
عندي مغص جامد وإسهال بترجع تاني بعد ما تخف,باطنة
بعرق كتير حتى وأنا مش بعمل مجهود بقالها فترة طويلة,باطنة
عندي مغص جامد وإسهال بترجع تاني بعد ما تخف,باطنة
بعرق كتير حتى وأنا مش بعمل مجهود ومش عارف أعمل إيه,باطنة
بعرق كتير حتى وأنا مش بعمل مجهود ومش عارف أعمل إيه,باطنة
عندي مغص جامد وإسهال جدًا,باطنة
بعرق كتير حتى وأنا مش بعمل مجهود بقالها فترة طويلة,باطنة
حرارتي عالية ومش عايز آكل جدًا,باطنة
بعرق كتير حتى وأنا مش بعمل مجهود جدًا,باطنة
في سخونية وألم في الجسم كله ومفاصلي واجعاني,باطنة
بعرق كتير حتى وأنا مش بعمل مجهود,باطنة
حسيت بدوخة وكسل طول اليوم,باطنة
في سخونية وألم في الجسم كله ومفاصلي واجعاني بقالها فترة طويلة,باطنة
عندي مغص جامد وإسهال جدًا,باطنة
بعرق كتير حتى وأنا مش بعمل مجهود بترجع تاني بعد ما تخف,باطنة
بعرق كتير حتى وأنا مش بعمل مجهود بترجع تاني بعد ما تخف,باطنة
عندي مغص جامد وإسهال ومش عارف أعمل إيه,باطنة
في سخونية وألم في الجسم كله ومفاصلي واجعاني بترجع تاني بعد ما تخف,باطنة
في سخونية وألم في الجسم كله ومفاصلي واجعاني بترجع تاني بعد ما تخف,باطنة
حرارتي عالية ومش عايز آكل,باطنة
في سخونية وألم في الجسم كله ومفاصلي واجعاني بترجع تاني بعد ما تخف,باطنة
عندي مغص جامد وإسهال بترجع تاني بعد ما تخف,باطنة
عندي مغص جامد وإسهال جدًا,باطنة
حسيت بدوخة وكسل طول اليوم,باطنة
حرارتي عالية ومش عايز آكل بقالها فترة طويلة,باطنة
حسيت بدوخة وكسل طول اليوم جدًا,باطنة
عندي مغص جامد وإسهال جدًا,باطنة
في سخونية وألم في الجسم كله ومفاصلي واجعاني بقالها فترة طويلة,باطنة
عندي مغص جامد وإسهال,باطنة
حسيت بدوخة وكسل طول اليوم جدًا,باطنة
حسيت بدوخة وكسل طول اليوم بقالها فترة طويلة,باطنة
بعرق كتير حتى وأنا مش بعمل مجهود ومش عارف أعمل إيه,باطنة
حسيت بدوخة وكسل طول اليوم بترجع تاني بعد ما تخف,باطنة
حسيت بدوخة وكسل طول اليوم بقالها فترة طويلة,باطنة
في سخونية وألم في الجسم كله ومفاصلي واجعاني جدًا,باطنة
في سخونية وألم في الجسم كله ومفاصلي واجعاني ومش عارف أعمل إيه,باطنة
حرارتي عالية ومش عايز آكل,باطنة
بعرق كتير حتى وأنا مش بعمل مجهود جدًا,باطنة
حرارتي عالية ومش عايز آكل بترجع تاني بعد ما تخف,باطنة
بعرق كتير حتى وأنا مش بعمل مجهود بترجع تاني بعد ما تخف,باطنة
بعرق كتير حتى وأنا مش بعمل مجهود بقالها فترة طويلة,باطنة
في سخونية وألم في الجسم كله ومفاصلي واجعاني بقالها فترة طويلة,باطنة
عندي مغص جامد وإسهال ومش عارف أعمل إيه,باطنة
في سخونية وألم في الجسم كله ومفاصلي واجعاني بقالها فترة طويلة,باطنة
عندي مغص جامد وإسهال بقالها فترة طويلة,باطنة
حرارتي عالية ومش عايز آكل بترجع تاني بعد ما تخف,باطنة
عندي مغص جامد وإسهال بترجع تاني بعد ما تخف,باطنة
بعرق كتير حتى وأنا مش بعمل مجهود ومش عارف أعمل إيه,باطنة
عندي مغص جامد وإسهال بترجع تاني بعد ما تخف,باطنة
عندي مغص جامد وإسهال,باطنة
في سخونية وألم في الجسم كله ومفاصلي واجعاني بقالها فترة طويلة,باطنة
عندي مغص جامد وإسهال بترجع تاني بعد ما تخف,باطنة
في سخونية وألم في الجسم كله ومفاصلي واجعاني,باطنة
بعرق كتير حتى وأنا مش بعمل مجهود بترجع تاني بعد ما تخف,باطنة
في سخونية وألم في الجسم كله ومفاصلي واجعاني جدًا,باطنة
حسيت بدوخة وكسل طول اليوم بقالها فترة طويلة,باطنة
بعرق كتير حتى وأنا مش بعمل مجهود بترجع تاني بعد ما تخف,باطنة
حرارتي عالية ومش عايز آكل بقالها فترة طويلة,باطنة
بعرق كتير حتى وأنا مش بعمل مجهود جدًا,باطنة
حرارتي عالية ومش عايز آكل بترجع تاني بعد ما تخف,باطنة
في سخونية وألم في الجسم كله ومفاصلي واجعاني ومش عارف أعمل إيه,باطنة
بعرق كتير حتى وأنا مش بعمل مجهود بقالها فترة طويلة,باطنة
في سخونية وألم في الجسم كله ومفاصلي واجعاني ومش عارف أعمل إيه,باطنة
حسيت بدوخة وكسل طول اليوم بقالها فترة طويلة,باطنة
عندي مغص جامد وإسهال ومش عارف أعمل إيه,باطنة
حسيت بدوخة وكسل طول اليوم جدًا,باطنة
حرارتي عالية ومش عايز آكل,باطنة
بعرق كتير حتى وأنا مش بعمل مجهود بقالها فترة طويلة,باطنة
بقيت بنام كتير ومش مركز جدًا,سكر
بدخل الحمام كتير وبخس بسرعة ومش عارف أعمل إيه,سكر
كل ما أكل سكريات بحس بدوخة وتعب ومش عارف أعمل إيه,سكر
بدخل الحمام كتير وبخس بسرعة بقالها فترة طويلة,سكر
كل ما أكل سكريات بحس بدوخة وتعب بقالها فترة طويلة,سكر
كل ما أكل سكريات بحس بدوخة وتعب,سكر
بقيت بنام كتير ومش مركز ومش عارف أعمل إيه,سكر
بحس بعطش مستمر حتى وأنا بشرب جدًا,سكر
بقيت بنام كتير ومش مركز,سكر
بدخل الحمام كتير وبخس بسرعة جدًا,سكر
بحس بعطش مستمر حتى وأنا بشرب ومش عارف أعمل إيه,سكر
كل ما أكل سكريات بحس بدوخة وتعب بترجع تاني بعد ما تخف,سكر
لساني بينشف بسرعة بترجع تاني بعد ما تخف,سكر
بحس بعطش مستمر حتى وأنا بشرب,سكر
بقيت بنام كتير ومش مركز جدًا,سكر
بقيت بنام كتير ومش مركز,سكر
بحس بعطش مستمر حتى وأنا بشرب,سكر
لساني بينشف بسرعة بترجع تاني بعد ما تخف,سكر
كل ما أكل سكريات بحس بدوخة وتعب,سكر
بحس بعطش مستمر حتى وأنا بشرب,سكر
بحس بعطش مستمر حتى وأنا بشرب بترجع تاني بعد ما تخف,سكر
بدخل الحمام كتير وبخس بسرعة ومش عارف أعمل إيه,سكر
بقيت بنام كتير ومش مركز ومش عارف أعمل إيه,سكر
بقيت بنام كتير ومش مركز جدًا,سكر
كل ما أكل سكريات بحس بدوخة وتعب,سكر
كل ما أكل سكريات بحس بدوخة وتعب بقالها فترة طويلة,سكر
بقيت بنام كتير ومش مركز جدًا,سكر
كل ما أكل سكريات بحس بدوخة وتعب بقالها فترة طويلة,سكر
بدخل الحمام كتير وبخس بسرعة بترجع تاني بعد ما تخف,سكر
بقيت بنام كتير ومش مركز,سكر
بقيت بنام كتير ومش مركز جدًا,سكر
بدخل الحمام كتير وبخس بسرعة,سكر
بدخل الحمام كتير وبخس بسرعة بترجع تاني بعد ما تخف,سكر
بقيت بنام كتير ومش مركز ومش عارف أعمل إيه,سكر
بقيت بنام كتير ومش مركز ومش عارف أعمل إيه,سكر
بحس بعطش مستمر حتى وأنا بشرب جدًا,سكر
بقيت بنام كتير ومش مركز بترجع تاني بعد ما تخف,سكر
بحس بعطش مستمر حتى وأنا بشرب جدًا,سكر
بحس بعطش مستمر حتى وأنا بشرب بقالها فترة طويلة,سكر
بحس بعطش مستمر حتى وأنا بشرب بقالها فترة طويلة,سكر
لساني بينشف بسرعة ومش عارف أعمل إيه,سكر
بدخل الحمام كتير وبخس بسرعة بترجع تاني بعد ما تخف,سكر
لساني بينشف بسرعة ومش عارف أعمل إيه,سكر
كل ما أكل سكريات بحس بدوخة وتعب بقالها فترة طويلة,سكر
لساني بينشف بسرعة بقالها فترة طويلة,سكر
بقيت بنام كتير ومش مركز بقالها فترة طويلة,سكر
لساني بينشف بسرعة ومش عارف أعمل إيه,سكر
بقيت بنام كتير ومش مركز,سكر
كل ما أكل سكريات بحس بدوخة وتعب,سكر
لساني بينشف بسرعة جدًا,سكر
كل ما أكل سكريات بحس بدوخة وتعب,سكر
كل ما أكل سكريات بحس بدوخة وتعب جدًا,سكر
لساني بينشف بسرعة بترجع تاني بعد ما تخف,سكر
لساني بينشف بسرعة جدًا,سكر
بحس بعطش مستمر حتى وأنا بشرب بقالها فترة طويلة,سكر
كل ما أكل سكريات بحس بدوخة وتعب بقالها فترة طويلة,سكر
بحس بعطش مستمر حتى وأنا بشرب بترجع تاني بعد ما تخف,سكر
بقيت بنام كتير ومش مركز ومش عارف أعمل إيه,سكر
بحس بعطش مستمر حتى وأنا بشرب بقالها فترة طويلة,سكر
كل ما أكل سكريات بحس بدوخة وتعب بقالها فترة طويلة,سكر
بحس بعطش مستمر حتى وأنا بشرب,سكر
بقيت بنام كتير ومش مركز ومش عارف أعمل إيه,سكر
كل ما أكل سكريات بحس بدوخة وتعب جدًا,سكر
بحس بعطش مستمر حتى وأنا بشرب بقالها فترة طويلة,سكر
لساني بينشف بسرعة بقالها فترة طويلة,سكر
لساني بينشف بسرعة جدًا,سكر
بدخل الحمام كتير وبخس بسرعة بقالها فترة طويلة,سكر
بحس بعطش مستمر حتى وأنا بشرب بقالها فترة طويلة,سكر
بدخل الحمام كتير وبخس بسرعة,سكر
كل ما أكل سكريات بحس بدوخة وتعب,سكر
بحس بعطش مستمر حتى وأنا بشرب,سكر
كل ما أكل سكريات بحس بدوخة وتعب بقالها فترة طويلة,سكر
لساني بينشف بسرعة جدًا,سكر
بدخل الحمام كتير وبخس بسرعة,سكر
بدخل الحمام كتير وبخس بسرعة جدًا,سكر
بقيت بنام كتير ومش مركز جدًا,سكر
كل ما أكل سكريات بحس بدوخة وتعب بترجع تاني بعد ما تخف,سكر
لساني بينشف بسرعة جدًا,سكر
بقيت بنام كتير ومش مركز جدًا,سكر
لساني بينشف بسرعة بقالها فترة طويلة,سكر
بدخل الحمام كتير وبخس بسرعة بقالها فترة طويلة,سكر
بحس بعطش مستمر حتى وأنا بشرب جدًا,سكر
بدخل الحمام كتير وبخس بسرعة ومش عارف أعمل إيه,سكر
بقيت بنام كتير ومش مركز,سكر
كل ما أكل سكريات بحس بدوخة وتعب بترجع تاني بعد ما تخف,سكر
بقيت بنام كتير ومش مركز جدًا,سكر
كل ما أكل سكريات بحس بدوخة وتعب,سكر
كل ما أكل سكريات بحس بدوخة وتعب جدًا,سكر
بقيت بنام كتير ومش مركز بقالها فترة طويلة,سكر
كل ما أكل سكريات بحس بدوخة وتعب بترجع تاني بعد ما تخف,سكر
بقيت بنام كتير ومش مركز بترجع تاني بعد ما تخف,سكر
لساني بينشف بسرعة,سكر
بقيت بنام كتير ومش مركز بقالها فترة طويلة,سكر
لساني بينشف بسرعة بقالها فترة طويلة,سكر
بحس بعطش مستمر حتى وأنا بشرب بقالها فترة طويلة,سكر
لساني بينشف بسرعة جدًا,سكر
بحس بعطش مستمر حتى وأنا بشرب جدًا,سكر
بدخل الحمام كتير وبخس بسرعة بترجع تاني بعد ما تخف,سكر
بدخل الحمام كتير وبخس بسرعة ومش عارف أعمل إيه,سكر
كل ما أكل سكريات بحس بدوخة وتعب,سكر
بحس بعطش مستمر حتى وأنا بشرب بقالها فترة طويلة,سكر
بحس بعطش مستمر حتى وأنا بشرب,سكر
لساني بينشف بسرعة ومش عارف أعمل إيه,سكر
كل ما أكل سكريات بحس بدوخة وتعب بقالها فترة طويلة,سكر
بقيت بنام كتير ومش مركز,سكر
بحس بعطش مستمر حتى وأنا بشرب ومش عارف أعمل إيه,سكر
بحس بعطش مستمر حتى وأنا بشرب بقالها فترة طويلة,سكر
كل ما أكل سكريات بحس بدوخة وتعب جدًا,سكر
بحس بعطش مستمر حتى وأنا بشرب بترجع تاني بعد ما تخف,سكر
بقيت بنام كتير ومش مركز,سكر
بدخل الحمام كتير وبخس بسرعة جدًا,سكر
بدخل الحمام كتير وبخس بسرعة جدًا,سكر
بحس بعطش مستمر حتى وأنا بشرب بترجع تاني بعد ما تخف,سكر
كل ما أكل سكريات بحس بدوخة وتعب بترجع تاني بعد ما تخف,سكر
بدخل الحمام كتير وبخس بسرعة ومش عارف أعمل إيه,سكر
بدخل الحمام كتير وبخس بسرعة بترجع تاني بعد ما تخف,سكر
بحس بعطش مستمر حتى وأنا بشرب بقالها فترة طويلة,سكر
بحس بعطش مستمر حتى وأنا بشرب بقالها فترة طويلة,سكر
لساني بينشف بسرعة بقالها فترة طويلة,سكر
لساني بينشف بسرعة بترجع تاني بعد ما تخف,سكر
لساني بينشف بسرعة جدًا,سكر
بقيت بنام كتير ومش مركز جدًا,سكر
كل ما أكل سكريات بحس بدوخة وتعب بترجع تاني بعد ما تخف,سكر
بقيت بنام كتير ومش مركز بقالها فترة طويلة,سكر
لساني بينشف بسرعة بترجع تاني بعد ما تخف,سكر
بدخل الحمام كتير وبخس بسرعة جدًا,سكر
بدخل الحمام كتير وبخس بسرعة بقالها فترة طويلة,سكر
بقيت بنام كتير ومش مركز جدًا,سكر
لساني بينشف بسرعة,سكر
بدخل الحمام كتير وبخس بسرعة جدًا,سكر
بقيت بنام كتير ومش مركز,سكر
لساني بينشف بسرعة ومش عارف أعمل إيه,سكر
بدخل الحمام كتير وبخس بسرعة جدًا,سكر
لساني بينشف بسرعة ومش عارف أعمل إيه,سكر
بقيت بنام كتير ومش مركز,سكر
كل ما أكل سكريات بحس بدوخة وتعب جدًا,سكر
بحس بعطش مستمر حتى وأنا بشرب بقالها فترة طويلة,سكر
بدخل الحمام كتير وبخس بسرعة بترجع تاني بعد ما تخف,سكر
كل ما أكل سكريات بحس بدوخة وتعب جدًا,سكر
بدخل الحمام كتير وبخس بسرعة ومش عارف أعمل إيه,سكر
بحس بعطش مستمر حتى وأنا بشرب جدًا,سكر
كل ما أكل سكريات بحس بدوخة وتعب جدًا,سكر
كل ما أكل سكريات بحس بدوخة وتعب جدًا,سكر
لساني بينشف بسرعة,سكر
بقيت بنام كتير ومش مركز,سكر
لساني بينشف بسرعة بترجع تاني بعد ما تخف,سكر
بقيت بنام كتير ومش مركز ومش عارف أعمل إيه,سكر
لساني بينشف بسرعة بقالها فترة طويلة,سكر
بدخل الحمام كتير وبخس بسرعة بقالها فترة طويلة,سكر
بدخل الحمام كتير وبخس بسرعة,سكر
بقيت بنام كتير ومش مركز بترجع تاني بعد ما تخف,سكر
لساني بينشف بسرعة بقالها فترة طويلة,سكر
بحس بعطش مستمر حتى وأنا بشرب جدًا,سكر
بدخل الحمام كتير وبخس بسرعة بقالها فترة طويلة,سكر
بدخل الحمام كتير وبخس بسرعة بقالها فترة طويلة,سكر
بدخل الحمام كتير وبخس بسرعة,سكر
بدخل الحمام كتير وبخس بسرعة ومش عارف أعمل إيه,سكر
لساني بينشف بسرعة,سكر
بحس بعطش مستمر حتى وأنا بشرب بترجع تاني بعد ما تخف,سكر
بحس بعطش مستمر حتى وأنا بشرب ومش عارف أعمل إيه,سكر
بقيت بنام كتير ومش مركز ومش عارف أعمل إيه,سكر
لساني بينشف بسرعة بقالها فترة طويلة,سكر
لساني بينشف بسرعة,سكر
كل ما أكل سكريات بحس بدوخة وتعب بترجع تاني بعد ما تخف,سكر
لساني بينشف بسرعة بقالها فترة طويلة,سكر
كل ما أكل سكريات بحس بدوخة وتعب,سكر
لساني بينشف بسرعة جدًا,سكر
بقيت بنام كتير ومش مركز بترجع تاني بعد ما تخف,سكر
بقيت بنام كتير ومش مركز جدًا,سكر
كل ما أكل سكريات بحس بدوخة وتعب بقالها فترة طويلة,سكر
بدخل الحمام كتير وبخس بسرعة بقالها فترة طويلة,سكر
كل ما أكل سكريات بحس بدوخة وتعب بترجع تاني بعد ما تخف,سكر
بقيت بنام كتير ومش مركز بقالها فترة طويلة,سكر
كل ما أكل سكريات بحس بدوخة وتعب بترجع تاني بعد ما تخف,سكر
بحس بعطش مستمر حتى وأنا بشرب ومش عارف أعمل إيه,سكر
بقيت بنام كتير ومش مركز جدًا,سكر
بحس بعطش مستمر حتى وأنا بشرب,سكر
لساني بينشف بسرعة بقالها فترة طويلة,سكر
بدخل الحمام كتير وبخس بسرعة,سكر
لساني بينشف بسرعة ومش عارف أعمل إيه,سكر
بقيت بنام كتير ومش مركز بترجع تاني بعد ما تخف,سكر
كل ما أكل سكريات بحس بدوخة وتعب,سكر
بدخل الحمام كتير وبخس بسرعة بقالها فترة طويلة,سكر
بقيت بنام كتير ومش مركز جدًا,سكر
كل ما أكل سكريات بحس بدوخة وتعب,سكر
بحس بعطش مستمر حتى وأنا بشرب جدًا,سكر
لساني بينشف بسرعة بترجع تاني بعد ما تخف,سكر
بقيت بنام كتير ومش مركز ومش عارف أعمل إيه,سكر
بقيت بنام كتير ومش مركز بترجع تاني بعد ما تخف,سكر
بقيت بنام كتير ومش مركز ومش عارف أعمل إيه,سكر
بدخل الحمام كتير وبخس بسرعة بترجع تاني بعد ما تخف,سكر
بقيت بنام كتير ومش مركز,سكر
بقيت بنام كتير ومش مركز بترجع تاني بعد ما تخف,سكر
كل ما أكل سكريات بحس بدوخة وتعب بترجع تاني بعد ما تخف,سكر
بحس بعطش مستمر حتى وأنا بشرب جدًا,سكر
كل ما أكل سكريات بحس بدوخة وتعب ومش عارف أعمل إيه,سكر
بقيت بنام كتير ومش مركز بقالها فترة طويلة,سكر
بقيت بنام كتير ومش مركز ومش عارف أعمل إيه,سكر
بقيت بنام كتير ومش مركز ومش عارف أعمل إيه,سكر
لساني بينشف بسرعة بقالها فترة طويلة,سكر
مش قادر أركز في أي حاجة,مرض نفسي
عندي قلق طول الوقت ومش بنام,مرض نفسي
عندي نوبات غضب بشكل مفاجئ ومش عارف أعمل إيه,مرض نفسي
عندي نوبات غضب بشكل مفاجئ ومأثرة على حياتي,مرض نفسي
عندي قلق طول الوقت ومش بنام ومأثرة على حياتي,مرض نفسي
عندي قلق طول الوقت ومش بنام,مرض نفسي
عندي نوبات غضب بشكل مفاجئ بقالها فترة طويلة,مرض نفسي
حاسس باكتئاب ومش عايز أعمل حاجة ومش عارف أعمل إيه,مرض نفسي
عندي قلق طول الوقت ومش بنام,مرض نفسي
عندي نوبات غضب بشكل مفاجئ بقالها فترة طويلة,مرض نفسي
عندي قلق طول الوقت ومش بنام ومش عارف أعمل إيه,مرض نفسي
عندي قلق طول الوقت ومش بنام جدًا,مرض نفسي
عندي نوبات غضب بشكل مفاجئ,مرض نفسي
عندي نوبات غضب بشكل مفاجئ جدًا,مرض نفسي
حاسس باكتئاب ومش عايز أعمل حاجة جدًا,مرض نفسي
مش قادر أركز في أي حاجة جدًا,مرض نفسي
بحس بخوف من غير سبب بقالها فترة طويلة,مرض نفسي
عندي قلق طول الوقت ومش بنام ومش عارف أعمل إيه,مرض نفسي
عندي نوبات غضب بشكل مفاجئ جدًا,مرض نفسي
حاسس باكتئاب ومش عايز أعمل حاجة جدًا,مرض نفسي
عندي قلق طول الوقت ومش بنام بقالها فترة طويلة,مرض نفسي
عندي قلق طول الوقت ومش بنام بقالها فترة طويلة,مرض نفسي
عندي قلق طول الوقت ومش بنام ومش عارف أعمل إيه,مرض نفسي
مش قادر أركز في أي حاجة بقالها فترة طويلة,مرض نفسي
حاسس باكتئاب ومش عايز أعمل حاجة,مرض نفسي
عندي قلق طول الوقت ومش بنام جدًا,مرض نفسي
عندي قلق طول الوقت ومش بنام جدًا,مرض نفسي
حاسس باكتئاب ومش عايز أعمل حاجة ومش عارف أعمل إيه,مرض نفسي
حاسس باكتئاب ومش عايز أعمل حاجة ومش عارف أعمل إيه,مرض نفسي
مش قادر أركز في أي حاجة ومش عارف أعمل إيه,مرض نفسي
بحس بخوف من غير سبب ومأثرة على حياتي,مرض نفسي
عندي قلق طول الوقت ومش بنام,مرض نفسي
حاسس باكتئاب ومش عايز أعمل حاجة ومش عارف أعمل إيه,مرض نفسي
بحس بخوف من غير سبب ومأثرة على حياتي,مرض نفسي
بحس بخوف من غير سبب,مرض نفسي
مش قادر أركز في أي حاجة ومش عارف أعمل إيه,مرض نفسي
حاسس باكتئاب ومش عايز أعمل حاجة ومأثرة على حياتي,مرض نفسي
حاسس باكتئاب ومش عايز أعمل حاجة ومش عارف أعمل إيه,مرض نفسي
مش قادر أركز في أي حاجة بقالها فترة طويلة,مرض نفسي
عندي قلق طول الوقت ومش بنام بقالها فترة طويلة,مرض نفسي
عندي قلق طول الوقت ومش بنام بقالها فترة طويلة,مرض نفسي
عندي قلق طول الوقت ومش بنام ومش عارف أعمل إيه,مرض نفسي
بحس بخوف من غير سبب ومش عارف أعمل إيه,مرض نفسي
مش قادر أركز في أي حاجة جدًا,مرض نفسي
عندي نوبات غضب بشكل مفاجئ,مرض نفسي
عندي قلق طول الوقت ومش بنام,مرض نفسي
مش قادر أركز في أي حاجة,مرض نفسي
مش قادر أركز في أي حاجة,مرض نفسي
عندي قلق طول الوقت ومش بنام ومأثرة على حياتي,مرض نفسي
بحس بخوف من غير سبب ومأثرة على حياتي,مرض نفسي
حاسس باكتئاب ومش عايز أعمل حاجة ومش عارف أعمل إيه,مرض نفسي
عندي نوبات غضب بشكل مفاجئ ومش عارف أعمل إيه,مرض نفسي
مش قادر أركز في أي حاجة ومأثرة على حياتي,مرض نفسي
عندي قلق طول الوقت ومش بنام,مرض نفسي
مش قادر أركز في أي حاجة,مرض نفسي
مش قادر أركز في أي حاجة جدًا,مرض نفسي
مش قادر أركز في أي حاجة ومش عارف أعمل إيه,مرض نفسي
مش قادر أركز في أي حاجة ومش عارف أعمل إيه,مرض نفسي
عندي نوبات غضب بشكل مفاجئ ومأثرة على حياتي,مرض نفسي
عندي نوبات غضب بشكل مفاجئ ومأثرة على حياتي,مرض نفسي
مش قادر أركز في أي حاجة جدًا,مرض نفسي
عندي نوبات غضب بشكل مفاجئ بقالها فترة طويلة,مرض نفسي
عندي قلق طول الوقت ومش بنام ومش عارف أعمل إيه,مرض نفسي
عندي قلق طول الوقت ومش بنام,مرض نفسي
حاسس باكتئاب ومش عايز أعمل حاجة بقالها فترة طويلة,مرض نفسي
عندي قلق طول الوقت ومش بنام ومش عارف أعمل إيه,مرض نفسي
حاسس باكتئاب ومش عايز أعمل حاجة جدًا,مرض نفسي
عندي نوبات غضب بشكل مفاجئ ومش عارف أعمل إيه,مرض نفسي
مش قادر أركز في أي حاجة ومش عارف أعمل إيه,مرض نفسي
عندي قلق طول الوقت ومش بنام بقالها فترة طويلة,مرض نفسي
مش قادر أركز في أي حاجة ومش عارف أعمل إيه,مرض نفسي
عندي قلق طول الوقت ومش بنام جدًا,مرض نفسي
عندي نوبات غضب بشكل مفاجئ ومأثرة على حياتي,مرض نفسي
عندي قلق طول الوقت ومش بنام ومش عارف أعمل إيه,مرض نفسي
بحس بخوف من غير سبب ومأثرة على حياتي,مرض نفسي
عندي قلق طول الوقت ومش بنام,مرض نفسي
حاسس باكتئاب ومش عايز أعمل حاجة جدًا,مرض نفسي
عندي نوبات غضب بشكل مفاجئ جدًا,مرض نفسي
بحس بخوف من غير سبب بقالها فترة طويلة,مرض نفسي
مش قادر أركز في أي حاجة,مرض نفسي
حاسس باكتئاب ومش عايز أعمل حاجة,مرض نفسي
حاسس باكتئاب ومش عايز أعمل حاجة ومأثرة على حياتي,مرض نفسي
حاسس باكتئاب ومش عايز أعمل حاجة جدًا,مرض نفسي
مش قادر أركز في أي حاجة بقالها فترة طويلة,مرض نفسي
مش قادر أركز في أي حاجة ومش عارف أعمل إيه,مرض نفسي
عندي نوبات غضب بشكل مفاجئ بقالها فترة طويلة,مرض نفسي
حاسس باكتئاب ومش عايز أعمل حاجة ومش عارف أعمل إيه,مرض نفسي
عندي نوبات غضب بشكل مفاجئ بقالها فترة طويلة,مرض نفسي
مش قادر أركز في أي حاجة جدًا,مرض نفسي
بحس بخوف من غير سبب,مرض نفسي
حاسس باكتئاب ومش عايز أعمل حاجة ومأثرة على حياتي,مرض نفسي
مش قادر أركز في أي حاجة,مرض نفسي
حاسس باكتئاب ومش عايز أعمل حاجة,مرض نفسي
بحس بخوف من غير سبب,مرض نفسي
بحس بخوف من غير سبب,مرض نفسي
بحس بخوف من غير سبب ومش عارف أعمل إيه,مرض نفسي
عندي قلق طول الوقت ومش بنام جدًا,مرض نفسي
حاسس باكتئاب ومش عايز أعمل حاجة ومش عارف أعمل إيه,مرض نفسي
مش قادر أركز في أي حاجة جدًا,مرض نفسي
عندي نوبات غضب بشكل مفاجئ ومأثرة على حياتي,مرض نفسي
حاسس باكتئاب ومش عايز أعمل حاجة ومأثرة على حياتي,مرض نفسي
حاسس باكتئاب ومش عايز أعمل حاجة,مرض نفسي
عندي نوبات غضب بشكل مفاجئ ومأثرة على حياتي,مرض نفسي
حاسس باكتئاب ومش عايز أعمل حاجة جدًا,مرض نفسي
مش قادر أركز في أي حاجة ومش عارف أعمل إيه,مرض نفسي
بحس بخوف من غير سبب ومأثرة على حياتي,مرض نفسي
حاسس باكتئاب ومش عايز أعمل حاجة ومش عارف أعمل إيه,مرض نفسي
عندي نوبات غضب بشكل مفاجئ ومش عارف أعمل إيه,مرض نفسي
بحس بخوف من غير سبب ومش عارف أعمل إيه,مرض نفسي
مش قادر أركز في أي حاجة ومأثرة على حياتي,مرض نفسي
حاسس باكتئاب ومش عايز أعمل حاجة جدًا,مرض نفسي
بحس بخوف من غير سبب بقالها فترة طويلة,مرض نفسي
مش قادر أركز في أي حاجة,مرض نفسي
عندي نوبات غضب بشكل مفاجئ بقالها فترة طويلة,مرض نفسي
عندي قلق طول الوقت ومش بنام ومش عارف أعمل إيه,مرض نفسي
مش قادر أركز في أي حاجة جدًا,مرض نفسي
حاسس باكتئاب ومش عايز أعمل حاجة ومش عارف أعمل إيه,مرض نفسي
عندي نوبات غضب بشكل مفاجئ ومش عارف أعمل إيه,مرض نفسي
مش قادر أركز في أي حاجة بقالها فترة طويلة,مرض نفسي
بحس بخوف من غير سبب ومش عارف أعمل إيه,مرض نفسي
مش قادر أركز في أي حاجة ومش عارف أعمل إيه,مرض نفسي
عندي قلق طول الوقت ومش بنام ومش عارف أعمل إيه,مرض نفسي
